time,hit,x,y,z,gx,gy,gz,accel_magnitude,gyro_magnitude,x_roll_avg,y_roll_avg,z_roll_avg,accel_magnitude_roll_avg,gx_roll_avg,gy_roll_avg,gz_roll_avg,gyro_magnitude_roll_avg
5.594415903091431,True,0.3913638350281299,-0.9371551240993907,-1.319077116725427,-1.175821304007263,0.13311193448581127,-0.11886577929637593,1.704876777017383,0.868442584841765,-0.10012085702213543,0.5070160241488287,0.4810449385779641,3.504930149710511,0.3471100831879795,-0.336570061620004,-0.288332260451083,2.35247196929854
5.6145100593566895,True,0.7789767176770508,-3.4049024623919095,2.91835336178916,-1.7009458351086932,1.1251818143066084,0.07357159119838669,4.624806738213654,2.009892687398639,-0.2736241189300229,0.6430242812982325,0.27949415984183923,3.3302797365430465,0.12194212351059293,-0.35572498092276067,-0.3591847948066223,2.3758132606586404
5.713686943054199,True,-0.6603309308824922,-3.2526912176218516,-1.5775554336754396,-2.0177631172978074,0.28544813331851615,-1.1700790458877506,3.620690784078026,2.3945955422028486,-0.48406966516480004,0.6585740410429314,0.5128559303384623,3.1961102740086744,0.11968025868469287,0.012669690118025212,0.022120283314655213,1.9463959883594095
5.733880996704102,True,2.185492671386822,0.22002268324490737,0.955238337781744,-0.9869173235162076,-0.18137335955353803,0.10500960757477297,2.4567173136304814,1.064328331905115,-0.10011144853245532,0.08566899170442155,0.30133623126270737,1.8767160268520306,-0.06282248142697315,0.2925519151764206,0.17905196652456337,1.1901702568362784
6.211407899856567,True,1.581287954501708,2.523659397646763,2.058171308865823,1.3769398926127565,0.07675783079961662,-0.24742587175837075,3.5944368492312475,1.491010187691779,-0.14181324716497684,0.5583663352839687,0.54449555643191,3.433476232510754,0.29416783066089564,-0.33567551459829487,-0.30859640564873403,2.403551418035907
6.231508016586304,True,0.21624586191111747,-1.099285154713364,-1.4182115833498066,1.2667702666340543,0.8583180312538009,0.039758631576202574,1.7881705068900025,1.282438128340162,-0.3049639458719747,0.7169732488391939,0.2724591861272242,3.297621150220394,0.14050882305857207,-0.362534669377458,-0.3529832337848892,2.348284107896458
6.251688957214356,True,3.0035045468177843,-2.3772054778629186,5.510944144158729,1.801006299363739,-4.346971218364346,-3.2022157383355423,6.622187642966723,5.715353902453783,-0.438382220457212,0.7112036947857169,0.5659352454608643,3.3748599096133143,0.1583077687967272,-0.1926272921312905,-0.26877933336396315,2.165576446387528
6.271570920944214,True,1.3327825489637344,5.287106082095494,3.342914211673142,3.2653906175327063,-1.1714733069388563,0.21422188930989355,6.412914196508825,3.57911852000671,-0.2528421208525419,0.4032971177695469,0.31443769307374353,2.9903654036240153,-0.12643520915139383,0.3411886975759412,0.2131700332818217,1.915672591263614
6.291613817214966,True,1.053533827544551,1.740815869821706,1.9592072169597476,1.678013912515513,-0.5339445040439291,-0.1949437893208435,2.853790749466601,1.5834240633286831,-0.26237430257374733,0.3293354204558426,0.3120980551843192,2.9169590296198535,-0.15882929323999756,0.36016780623201916,0.2200158459789329,1.8059698685191656
6.3113768100738525,True,-1.349983834008561,-1.5292054181404757,4.984157269889838,1.1977952822087155,-0.22102134881882704,0.7049521051057227,5.2135511087483115,1.2486583622229426,-0.037021429387144665,0.23798010551432858,0.12264284860847512,2.3455413597399106,0.18324384239659108,0.2987609430454736,0.2609803153047431,1.4706058519921248
